city,date,hour,NDVI,.geo
Amritsar,2024-05-01,10:30,0.319269633,"{""type"":""Point"",""coordinates"":[74.80100507797955,31.644066067888804]}"
Amritsar,2024-05-01,10:30,0.1614583333,"{""type"":""Point"",""coordinates"":[74.80157720477803,31.72331460026702]}"
Amritsar,2024-05-01,10:30,0.2244897959,"{""type"":""Point"",""coordinates"":[74.80202525245832,31.61412436917758]}"
Amritsar,2024-05-01,10:30,0.1286585366,"{""type"":""Point"",""coordinates"":[74.80337972349638,31.95893532033885]}"
Amritsar,2024-05-01,10:30,0.1437710438,"{""type"":""Point"",""coordinates"":[74.80343237190813,31.914120347634892]}"
Amritsar,2024-05-01,10:30,0.05772439106,"{""type"":""Point"",""coordinates"":[74.80353072873237,31.630647334621653]}"
Amritsar,2024-05-01,10:30,0.122687162,"{""type"":""Point"",""coordinates"":[74.80422995368929,31.86308659561828]}"
Amritsar,2024-05-01,10:30,0.1247531861,"{""type"":""Point"",""coordinates"":[74.8066316335634,31.744139225971303]}"
Amritsar,2024-05-01,10:30,0.3415849542,"{""type"":""Point"",""coordinates"":[74.80806262236773,31.60016650302021]}"
Amritsar,2024-05-01,10:30,0.2202342225,"{""type"":""Point"",""coordinates"":[74.80962422754367,31.91225866581776]}"
Amritsar,2024-05-01,10:30,0.3596297042,"{""type"":""Point"",""coordinates"":[74.81008294018376,31.668988489231644]}"
Amritsar,2024-05-01,10:30,0.2085696282,"{""type"":""Point"",""coordinates"":[74.81043545588399,31.655807313805948]}"
Amritsar,2024-05-01,10:30,0.2583537082,"{""type"":""Point"",""coordinates"":[74.81066046836,31.950415584840812]}"
Amritsar,2024-05-01,10:30,0.1139240506,"{""type"":""Point"",""coordinates"":[74.81154641816318,31.898076758311188]}"
Amritsar,2024-05-01,10:30,0.1055595668,"{""type"":""Point"",""coordinates"":[74.81388627958324,31.876116469999285]}"
Amritsar,2024-05-01,10:30,0.1340173132,"{""type"":""Point"",""coordinates"":[74.81480801345083,31.765229090634968]}"
Amritsar,2024-05-01,10:30,0.2693623639,"{""type"":""Point"",""coordinates"":[74.81546680014974,31.771086341865033]}"
Amritsar,2024-05-01,10:30,0.2119028974,"{""type"":""Point"",""coordinates"":[74.81880150688791,31.618736285751766]}"
Amritsar,2024-05-01,10:30,0.1402398401,"{""type"":""Point"",""coordinates"":[74.81886027980988,31.828562298557223]}"
Amritsar,2024-05-01,10:30,0.1354037267,"{""type"":""Point"",""coordinates"":[74.81907652700278,31.768496161197252]}"
Amritsar,2024-05-01,10:30,0.1256349475,"{""type"":""Point"",""coordinates"":[74.81949939361738,31.79381247869229]}"
Amritsar,2024-05-01,10:30,0.1055880956,"{""type"":""Point"",""coordinates"":[74.82118514189878,31.918338961864375]}"
Amritsar,2024-05-01,10:30,0.1230791326,"{""type"":""Point"",""coordinates"":[74.82447873602669,31.83972574207827]}"
Amritsar,2024-05-01,10:30,0.2043319,"{""type"":""Point"",""coordinates"":[74.82498940818998,31.670408867435555]}"
Amritsar,2024-05-01,10:30,0.1298091043,"{""type"":""Point"",""coordinates"":[74.82556805502703,31.60503534906555]}"
Amritsar,2024-05-01,10:30,0.2513573938,"{""type"":""Point"",""coordinates"":[74.8293758052797,31.591764026950102]}"
Amritsar,2024-05-01,10:30,0.1564213564,"{""type"":""Point"",""coordinates"":[74.83018118122618,31.819459330073464]}"
Amritsar,2024-05-01,10:30,0.2077922078,"{""type"":""Point"",""coordinates"":[74.83123751265946,31.76049964458274]}"
Amritsar,2024-05-01,10:30,0.138576779,"{""type"":""Point"",""coordinates"":[74.83128260056385,31.829609987797983]}"
Amritsar,2024-05-01,10:30,0.07444668008,"{""type"":""Point"",""coordinates"":[74.83159127543229,31.727942267183245]}"
Amritsar,2024-05-01,10:30,0.1575258455,"{""type"":""Point"",""coordinates"":[74.83167772372201,31.676495763888326]}"
Amritsar,2024-05-01,10:30,0.3131583347,"{""type"":""Point"",""coordinates"":[74.83177062598575,31.61435787712619]}"
Amritsar,2024-05-01,10:30,0.09675622999,"{""type"":""Point"",""coordinates"":[74.83336335184659,31.812984917858856]}"
Amritsar,2024-05-01,10:30,0.2003847387,"{""type"":""Point"",""coordinates"":[74.83394667506519,31.60860838391516]}"
Amritsar,2024-05-01,10:30,0.1112396933,"{""type"":""Point"",""coordinates"":[74.8361032533428,31.91240246042774]}"
Amritsar,2024-05-01,10:30,0.3098016336,"{""type"":""Point"",""coordinates"":[74.83645250580652,31.83978147130225]}"
Amritsar,2024-05-01,10:30,0.2573602382,"{""type"":""Point"",""coordinates"":[74.83666697725116,31.901835867437942]}"
Amritsar,2024-05-01,10:30,0.1180596143,"{""type"":""Point"",""coordinates"":[74.83674556756175,31.725189825223424]}"
Amritsar,2024-05-01,10:30,0.1508238276,"{""type"":""Point"",""coordinates"":[74.83713833150931,31.771808472644572]}"
Amritsar,2024-05-01,10:30,0.3463128877,"{""type"":""Point"",""coordinates"":[74.8385055929378,31.56830420453656]}"
Amritsar,2024-05-01,10:30,0.05679176353,"{""type"":""Point"",""coordinates"":[74.83924727248758,31.634221835519117]}"
Amritsar,2024-05-01,10:30,0.1271005194,"{""type"":""Point"",""coordinates"":[74.83948241203021,31.91086057687942]}"
Amritsar,2024-05-01,10:30,0.1387592881,"{""type"":""Point"",""coordinates"":[74.83965961052981,31.954966370003152]}"
Amritsar,2024-05-01,10:30,0.1017635155,"{""type"":""Point"",""coordinates"":[74.84040953902696,31.87517227268554]}"
Amritsar,2024-05-01,10:30,0.2463046978,"{""type"":""Point"",""coordinates"":[74.840773615298,31.64084144705535]}"
Amritsar,2024-05-01,10:30,0.2636729994,"{""type"":""Point"",""coordinates"":[74.84101444412676,31.611133537158867]}"
Amritsar,2024-05-01,10:30,0.1100577692,"{""type"":""Point"",""coordinates"":[74.8416459920966,31.90910215980882]}"
