City,Districts,Date,Latitude,Longitude,Key,DHI,DNI,GHI,RELATIVE_HUMIDITY,WIND_SPEED_10m,NDVI
Amritsar,Amritsar I Tahsil,2024-05-08,31.56794622,74.72778529,31.56794622-74.72778529,88.95833333,312.4583333,320.5416667,36.925,2.125,0.1076568797
Amritsar,Amritsar I Tahsil,2024-05-09,31.56794622,74.72778529,31.56794622-74.72778529,125.3333333,204.5,284.7916667,48.2375,2.895833333,0.1076568797
Amritsar,Amritsar I Tahsil,2024-05-10,31.56794622,74.72778529,31.56794622-74.72778529,147.4166667,117.7916667,245.625,51.39583333,2.395833333,0.1076568797
Amritsar,Amritsar I Tahsil,2024-05-11,31.56794622,74.72778529,31.56794622-74.72778529,129.5833333,114.6666667,214.75,49.14166667,2.141666667,0.08661688311
Amritsar,Amritsar I Tahsil,2024-05-12,31.56794622,74.72778529,31.56794622-74.72778529,147.125,78.625,209,54.55,2.795833333,0.08661688311
Amritsar,Amritsar I Tahsil,2024-05-13,31.56794622,74.72778529,31.56794622-74.72778529,100.7916667,283.75,316.9583333,40.75,2.529166667,0.08661688311
Amritsar,Amritsar I Tahsil,2024-05-14,31.56794622,74.72778529,31.56794622-74.72778529,94.33333333,305.7916667,324.6666667,36.49583333,2.45,0.08661688311
Amritsar,Amritsar I Tahsil,2024-05-15,31.56794622,74.72778529,31.56794622-74.72778529,107.7916667,263.9166667,309.875,35.09166667,1.520833333,0.08661688311
Amritsar,Amritsar I Tahsil,2024-05-16,31.56794622,74.72778529,31.56794622-74.72778529,126.5,209.7916667,293.8333333,34.225,2.308333333,0.06557688652
Amritsar,Amritsar I Tahsil,2024-05-17,31.56794622,74.72778529,31.56794622-74.72778529,111.6666667,241.375,302.5833333,33.40416667,2.3125,0.06557688652
Amritsar,Amritsar I Tahsil,2024-05-18,31.56794622,74.72778529,31.56794622-74.72778529,107.25,260.625,308.6666667,31.9,3.033333333,0.06557688652
Amritsar,Amritsar I Tahsil,2024-05-19,31.56794622,74.72778529,31.56794622-74.72778529,92.83333333,280.9583333,314.2083333,33.08333333,2.179166667,0.06557688652
Amritsar,Amritsar I Tahsil,2024-05-20,31.56794622,74.72778529,31.56794622-74.72778529,100,276.5416667,316.7916667,30.55,1.9,0.06557688652
Amritsar,Amritsar I Tahsil,2024-05-21,31.56794622,74.72778529,31.56794622-74.72778529,117.125,237.5416667,303.25,30.09583333,1.879166667,0.07149891668
Amritsar,Amritsar I Tahsil,2024-05-22,31.56794622,74.72778529,31.56794622-74.72778529,110.6666667,253.2083333,311.0833333,37.67916667,1.733333333,0.07149891668
Amritsar,Amritsar I Tahsil,2024-05-23,31.56794622,74.72778529,31.56794622-74.72778529,142.4583333,156.7916667,273,46.69166667,2.379166667,0.07149891668
Amritsar,Amritsar I Tahsil,2024-05-24,31.56794622,74.72778529,31.56794622-74.72778529,156.5833333,115.9583333,252.625,47.3875,2.216666667,0.07149891668
Amritsar,Amritsar I Tahsil,2024-05-25,31.56794622,74.72778529,31.56794622-74.72778529,114.5416667,246.875,306.125,36.22083333,3.066666667,0.07149891668
Amritsar,Amritsar I Tahsil,2024-05-26,31.56794622,74.72778529,31.56794622-74.72778529,99.83333333,287.625,320.9166667,34.87916667,2.325,0.09996017523
Amritsar,Amritsar I Tahsil,2024-05-27,31.56794622,74.72778529,31.56794622-74.72778529,87.66666667,335.0833333,337.1666667,29.47083333,2.458333333,0.09996017523
Amritsar,Amritsar I Tahsil,2024-05-28,31.56794622,74.72778529,31.56794622-74.72778529,88.54166667,336.1666667,339.9166667,26.50416667,2.254166667,0.09996017523
Amritsar,Amritsar I Tahsil,2024-05-29,31.56794622,74.72778529,31.56794622-74.72778529,122.5,209.0416667,292.625,27.1125,1.966666667,0.09996017523
Amritsar,Amritsar I Tahsil,2024-05-30,31.56794622,74.72778529,31.56794622-74.72778529,115.5,235.5,308.7083333,27.5625,1.816666667,0.09996017523
Amritsar,Amritsar I Tahsil,2024-05-31,31.56794622,74.72778529,31.56794622-74.72778529,130.4166667,218.2916667,305.8333333,26.7625,2.470833333,0.08336276934
Amritsar,Amritsar I Tahsil,2024-05-01,31.56826409,74.68575319,31.56826409-74.68575319,99.86956522,290.8695652,319.7826087,48.09565217,2.62173913,0.08489748773
Amritsar,Amritsar I Tahsil,2024-05-02,31.56826409,74.68575319,31.56826409-74.68575319,95.08333333,274.8333333,312.25,41.84583333,2.7125,0.08489748773
Amritsar,Amritsar I Tahsil,2024-05-03,31.56826409,74.68575319,31.56826409-74.68575319,155.875,23.125,173.2083333,40.39166667,2.0125,0.08489748773
Amritsar,Amritsar I Tahsil,2024-05-04,31.56826409,74.68575319,31.56826409-74.68575319,125.5,202.8333333,281.3333333,35.43333333,3.258333333,0.08489748773
Amritsar,Amritsar I Tahsil,2024-05-05,31.56826409,74.68575319,31.56826409-74.68575319,98.20833333,255.2083333,300.875,40.9,3.120833333,0.08489748773
Amritsar,Amritsar I Tahsil,2024-05-06,31.56826409,74.68575319,31.56826409-74.68575319,83.79166667,311.7916667,317.75,37.67916667,2.379166667,0.0741318214
Amritsar,Amritsar I Tahsil,2024-05-07,31.56826409,74.68575319,31.56826409-74.68575319,67.41666667,359.4166667,330.7916667,34.80833333,1.954166667,0.0741318214
