Coordinate,Date,Hour,NDVI Values,City
"(74.53255896950066, 31.701259153530124)",2024-05-21,10:30,0.05873090852,Amritsar
"(74.53255896950066, 31.701259153530124)",2024-05-26,10:30,0.05774111675,Amritsar
"(74.53255896950066, 31.701259153530124)",2024-05-31,10:30,0.05310329375,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-01,10:30,0.2507395163,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-06,10:30,0.2395882819,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-11,10:30,0.2285631518,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-16,10:30,0.1895135818,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-21,10:30,0.1385725133,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-26,10:30,0.1190605239,Amritsar
"(74.53732858190016, 31.68518706470364)",2024-05-31,10:30,0.1332620974,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-01,10:30,0.102846517,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-06,10:30,0.09874069834,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-11,10:30,0.1151792525,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-16,10:30,0.04822834646,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-21,10:30,0.1020844468,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-26,10:30,0.1018068103,Amritsar
"(74.54574657476854, 31.68924485895158)",2024-05-31,10:30,0.09863945578,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-01,10:30,0.1089049338,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-06,10:30,0.1025946913,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-11,10:30,0.09200117199,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-16,10:30,0.07959581634,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-21,10:30,0.0612054922,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-26,10:30,0.07029478458,Amritsar
"(74.55105763880479, 31.654760933356343)",2024-05-31,10:30,0.06232963838,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-01,10:30,0.08843728101,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-06,10:30,0.08236658933,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-11,10:30,0.08242358079,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-16,10:30,0.05106382979,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-21,10:30,0.06563859233,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-26,10:30,0.08127208481,Amritsar
"(74.55706886234809, 31.640589300887896)",2024-05-31,10:30,0.08658008658,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-01,10:30,0.11850803565,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-06,10:30,0.10151427678,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-11,10:30,0.1028272252,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-16,10:30,0.09208521655,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-21,10:30,0.046584719994999996,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-26,10:30,0.07768298893,Amritsar
"(74.55846159197426, 31.618334497139717)",2024-05-31,10:30,0.07240842741,Amritsar
"(74.56135282332146, 31.748416159589134)",2024-05-01,10:30,0.1445993031,Amritsar
"(74.56135282332146, 31.748416159589134)",2024-05-06,10:30,0.1366024518,Amritsar
"(74.56135282332146, 31.748416159589134)",2024-05-11,10:30,0.1179227359,Amritsar
