Latitude,Longitude,District,TOPSIS_Score
31.57670644,74.74284798,Amritsar I Tahsil,0.6101553214017262
31.50807532,74.60601728,Amritsar I Tahsil,0.5850186766124089
31.61113354,74.84101444,Amritsar I Tahsil,0.5684334958138797
31.59259574,74.88131048,Amritsar I Tahsil,0.55180525312463
31.59176403,74.82937581,Amritsar I Tahsil,0.5409541601475998
31.63240381,74.75663303,Amritsar I Tahsil,0.5377748478867096
31.5683042,74.83850559,Amritsar I Tahsil,0.4987619162840369
31.6056619,74.99138438,Amritsar II Tahsil,0.49693931108521816
31.55808304,74.96577771,Amritsar I Tahsil,0.4682757401393246
31.63073905,74.6979162,Ajnala Tahsil,0.42259199082077875
31.59365916,74.97335728,Amritsar II Tahsil,0.30173809351477787
31.61126461,74.72418076,Amritsar I Tahsil,0.19594269714659815
31.51696165,74.99423843,Amritsar II Tahsil,0.16918237450674325
31.58374062,74.77299992,Amritsar I Tahsil,0.1508396442535515
31.61817157,75.05763315,Amritsar II Tahsil,0.044925671158869085
31.6163584,75.05101774,Amritsar II Tahsil,0.002847296466428895
